"64020","AccountName_English","Depreciation Expense"
"64020","Format","b:#,##0;(#,##0)CO|0|Y"
"64020","AccountName","Depreciation Expense"
"64020","AccountClass","Expense"
"Depr & Amort","FormatGroup","Subtotal1"
"Depr & Amort","AccountName_French","Total amortissements"
"Depr & Amort","AccountName_German","Abschreigungen gesamt"
"Depr & Amort","AccountName_English","Depr & Amort"
"Depr & Amort","Format","b:#,##0;(#,##0)CO|0|Y"
"Depr & Amort","AccountName","Depr & Amort"
"Depr & Amort","AccountClass","Expense"
"65005","AccountName_French","65005"
"65005","AccountName_German","65005"
"65005","AccountName_English","Advertising"
"65005","Format","b:#,##0;(#,##0)CO|0|Y"
"65005","AccountName","Advertising"
"65005","AccountClass","Expense"
"65006","AccountName_French","65006"
"65006","AccountName_German","65006"
"65006","AccountName_English","Web Site"
"65006","Format","b:#,##0;(#,##0)CO|0|Y"
"65006","AccountName","Web Site"
"65006","AccountClass","Expense"
"65015","AccountName_French","65015"
"65015","AccountName_German","65015"
"65015","AccountName_English","Directories & Mailing Lists"
"65015","Format","b:#,##0;(#,##0)CO|0|Y"
"65015","AccountName","Directories & Mailing Lists"
"65015","AccountClass","Expense"
"65018","AccountName_French","65018"
"65018","AccountName_German","65018"
"65018","AccountName_English","Sales Promotions"
"65018","Format","b:#,##0;(#,##0)CO|0|Y"
"65018","AccountName","Sales Promotions"
"65018","AccountClass","Expense"
"65020","AccountName_French","65020"
"65020","AccountName_German","65020"
"65020","AccountName_English","Marketing, Other"
"65020","Format","b:#,##0;(#,##0)CO|0|Y"
"65020","AccountName","Marketing, Other"
"65020","AccountClass","Expense"
"65022","AccountName_French","65022"
"65022","AccountName_German","65022"
"65022","AccountName_English","Direct Marketing"
"65022","Format","b:#,##0;(#,##0)CO|0|Y"
"65022","AccountName","Direct Marketing"
"65022","AccountClass","Expense"
"65035","AccountName_French","65035"
"65035","AccountName_German","65035"
"65035","AccountName_English","Trade Show Expense"
"65035","Format","b:#,##0;(#,##0)CO|0|Y"
"65035","AccountName","Trade Show Expense"
"65035","AccountClass","Expense"
"Adv & Marketing","FormatGroup","Subtotal1"
"Adv & Marketing","AccountName_French","Adv & Marketing"
"Adv & Marketing","AccountName_German","Adv & Marketing"
"Adv & Marketing","AccountName_English","Adv & Marketing"
"Adv & Marketing","Format","b:#,##0;(#,##0)CO|0|Y"
"Adv & Marketing","AccountName","Adv & Marketing"
"Adv & Marketing","AccountClass","Expense"
"Operating Expense","FormatGroup","Subtotal2"
"Operating Expense","AccountName_French","Dépenses d'exploitation"
"Operating Expense","AccountName_German","Aufwand"
"Operating Expense","AccountName_English","Operating Expense"
"Operating Expense","Format","b:#,##0;(#,##0)CO|0|Y"
"Operating Expense","AccountName","Operating Expense"
"Operating Expense","AccountClass","Expense"
"Net Operating Income","FormatGroup","Total"
"Net Operating Income","AccountName_French","Résultat d'exploitation net"
"Net Operating Income","AccountName_German","Netto-Ergebnis"
"Net Operating Income","AccountName_English","Net Operating Income"
"Net Operating Income","Format","b:#,##0;(#,##0)CO|0|Y"
"Net Operating Income","AccountName","Net Operating Income"
"Net Operating Income","AccountClass","Expense"
